DiagramURL,MapPath,Map Name,Map Type,Level,Title,Statement Set Name,Statement Name,Statement Links HintText,Text
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Organization Effectiveness / L4: Organization Design / L5: Analyze, Monitor, and Report",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Operations, Administrative & Other Activities / L4: Strategic Initiatives / L5: Support Risk and Business Strategic Initiatives as Required",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Operational Risk Mgmt / L4: Risk Control / L5: Execute Quality Assurance, Validation, and Challenge to Ensure Standards are being Met (CSAs, IAAPs, etc.)",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Models / L5: Model Development - Model Owner Activities / L6: Monitor Ongoing Performance of Model to ID and Make Enhances",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Governance, Policies, Controls, and Oversight / L4: HR Governance",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: AML / L3: Know Your Customer (KYC),,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: AML / L3: Governance, Policies, Controls, and Oversight / L4: Program Review & Issues Mgmt. / L5: AML Issues Mgmt",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: AML / L3: Governance, Policies, Controls, and Oversight / L4: Designated Accountability & Oversight",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Talent Acquisition / L4: Employee & Contigent Recruitment / L5: Implement and Execute, incl. Providing Subject Matter Expertise and Consulting with Partners",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: AML / L3: Activity & Transaction Monitoring (TM) / L4: Alert & Case Mgmt / L5: Unusual Activity Report Review,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Transactional Risk Activities / L4: Market Risk / L5: Market Risk Valuation (Valuation Product Control) / L6: Establish Accounting Classification (Levelling) for Transactions,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Marketing / L3: Channel Marketing Execution / L4: Merchandising,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR / L3: Rewards,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Governance, Policies, Controls, and Oversight",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Oversee Legal, Reg, and Rep Risk / L4: Oversee and Manage Legal and Regulatory Matters / L5: Assess and Analyze Legal, Reg, and Rep Risk",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Finance / L3: Accounting / L4: Accounting Policy & Advisory Services,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: AML / L3: Activity & Transaction Monitoring (TM) / L4: Monitoring Potential Suspicious Activities,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Governance, Policies, Controls, and Oversight / L4: Establish and Manage Compliance Framework, incl. Education / L5: Develop Compliance Practices Framework, Methods, and Policies",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Marketing / L3: Customer & Product Marketing / L4: Marketing Strategy,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Oversee Legal, Reg, and Rep Risk / L4: Track and Effectively Challenge Reg Compliance Issues and Action Plans / L5: Gather Data on Occurences and Analysis for Emerging Issues",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Marketing / L3: Brand Mgmt / L4: Define and Establish Brand,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Operations, Administrative, and Other Activities / L4: Resource & Talent Mgmt",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Models / L5: Model Development - Model Developer Activities / L6: Refine and/or Decommission Model",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Finance / L3: Operations, Administrative, & Other Activities / L4: Manage Administered Expenses / L5: Other NIX",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Models / L5: Model Development - Model Developer Activities / L6: Monitor Model Performance",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR / L3: Talent Development & Careers / L4: Learning / L5: Program Manage Employee Virtual Learning,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: AML / L3: Governance, Policies, Controls, and Oversight / L4: Designated Accountability & Oversight / L5: EDD Quality Assurance & Case Approval",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Finance / L3: Accounting / L4: Pension Investment Mgmt,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Governance, Policies, Controls, and Oversight / L4: Risk Policy, Appetite, Limits & Strtgy / L5: Develop and Administer Enterprise Policy Framework",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Transactional Risk Activities / L4: Market Risk / L5: Market Risk Valuation (Valuation Product Control) / L6: Assess Valuation, Risk Measurement, Model, and Market Data Proxies",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: AML / L3: Activity & Transaction Monitoring (TM) / L4: Alert & Case Mgmt / L5: Major Investigation Referrals,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Talent Planning  / L4: Leadership Planning / L5: Set Direction (Goal/Outcomes), Strategy, and Principles",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Finance / L3: Operations, Administrative, & Other Activities / L4: Manage Administered Expenses / L5: Supplier NIX",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Marketing / L3: Operations, Administrative, and Other Activities / L4: Resource & Talent Mgmt / L5: Career Development",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Organization Effectiveness / L4: Job Evaluation / L5: Set Direction (Goal/Outcomes), Strategy, and Principles",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Operations, Administrative, and Other Activities / L4: Manage Suppliers / L5: Outsourcer Governance",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Finance / L3: Taxation / L4: Tax Planning/Advisory,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Transactional Risk Activities / L4: Market Risk,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Transactional Risk Activities / L4: Credit Risk / L5: Post App Reviews / L6: Discuss and Provide Feedback to Business on Annual Reviews and Ratings Alerts,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Finance / L3: Operations, Administrative, & Other Activities / L4: Manage, Maintain, and Enhance Existing Systems",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Models / L5: Model Validation / L6: Execute Initial and Ongoing Model Validation",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR / L3: Employee Relations / L4: Employee Relations,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Operations, Administrative, and Other Activities / L4: Financial Mgmt",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Marketing / L3: Operations, Administrative, and Other Activities / L4: Resource & Talent Mgmt / L5: Mgmt",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Operations, Administrative, and Other Activities / L4: Enterprise IFL Operations/Hospitality / L5: IFL Ops Internal Meetings",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Portfolio Mgmt / L4: Develop and Manage Credit Concentration Framework and Limits,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Marketing / L3: Customer & Product Marketing / L4: Customer & Product Marketing / L5: Develop Understand External Environment, Markets, Customers, and Capabilities",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: AML / L3: Intelligence, Data Analytics, and Reporting / L4: AML Data & Model Governance / L5: Ongoing Model Monitoring",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Operational Risk Mgmt / L4: Execution/Business Group Support / L5: Identify and Manage Operational Risk issues,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Oversee Legal, Regulatory, and Reputational Risk / L4: Oversee Legal, Regulatory, and Reputational Risk on Litigation",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Rewards / L4: Compensation / L5: Analyze, Monitor, and Report",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR / L3: Employee Engagement / L4: Employee Listening (Pulse),,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Operations, Administrative, and Other Activities / L4: Plan, Develop, and Implement New LCCG Systems",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Models / L5: Model Validation / L6: Execute Initial and Ongoing Model Validation / L7: Execute Model Trigger Review Activities",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: AML / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Assessment & Special Matters",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Transactional Risk Activities / L4: Market Risk / L5: Market Risk Valuation (Valuation Product Control) / L6: Execute Valuation in Collateral Disputes,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Finance / L3: Accounting,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Intelligence, Data Analytics, and Reporting / L4: HR Data Analytics/Information Mgmt / L5: Set the Governance Framwork (Policies/Practices and Standards)",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Oversee Legal, Regulatory, and Reputational Risk / L4: Oversee and Manage Legal and Regulatory Matters",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Transactional Risk Activities,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Rewards / L4: Compensation / L5: Set Direction (Goal/Outcomes), Strategy, and Principles",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Operations, Administrative, & Other Activities / L4: Manage Compliance / L5: Execute Attestations",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Operational Risk Mgmt / L4: Execution/Business Group Support / L5: Execute Risk Control Assessments,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Communications / L3: External Communications / L4: Corporate Donations,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Intelligence, Data Analytics, and Rep / L4: Gather, Aggregate, and Rept on Reg Compliance Progs to Mgmt and the Board / L5: Determine App. Metrics and Analysis for OGL and ACRC Rpts",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Marketing / L3: Customer & Product Marketing / L4: Customer & Product Marketing,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Governance, Policies, Controls, and Oversight / L4: Establish and Manage Compliance Framework, incl. Education",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Models / L5: Model Development - Model Developer Activities / L6: Create Model Documentation",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Models / L5: Model Development - Model Owner Activities",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Models / L5: Model Development - Model Owner Activities / L6: Support or Manage Model Implementation (incl. UAT, Training, etc.)",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Operations, Administrative, & Other Activities / L4: Manage Communications / L5: Manage Risk Communications Activities (incl. Offsite Meetings, Town Halls, Newsletters, etc.)",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: AML / L3: Intelligence, Data Analytics, and Reporting / L4: AML Data & Model Governance / L5: Data Analysis for New Model Development",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Governance, Policies, Controls, and Oversight / L4: HR Governance / L5: Implement and Execute, incl. Providing Subject Matter Expertise and Consulting with Partners",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Communications / L3: Internal Communications / L4: Executive Support,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Models / L5: Model Development - Model Developer Activities / L6: Support/Advise Model Validation",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Finance / L3: Intelligence, Data Analytics, and Reporting / L4: Recovery Planning",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Models / L5: Model Development - Model Developer Activities / L6: Advise Model Owner/User on Model Implementation and Usage",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Marketing / L3: Brand Mgmt / L4: Sponsorship,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Audit / L3: Operations, Administrative, & Other Activities",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Talent Planning  / L4: Leadership Planning / L5: Analyze, Monitor, and Report",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Operational Risk Mgmt / L4: Execution/Business Group Support / L5: Execute Risk Assessment of New Initiatives,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Operations, Administrative & Other Activities / L4: Strategic Initiatives / L5: Execute/Support Other Special Projects (e.g., Acqisition Integration)",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Oversee Legal, Reg, and Rep Risk / L4: Oversee Legal, Reg, and Rep Risk on Products / L5: Assess and Analyze Legal, Reg, and Rep Risk",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Transactional Risk Activities / L4: Credit Risk / L5: Post App Reviews / L6: Review Ratings Alerts,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Capital Mgmt / L4: Execute/Oversee Capital Demand Process / L5: Assess RWA/Regulatory Capital for Various Risk Types,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR / L3: Organization Effectiveness / L4: HR Acquisitions & Divestitures,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Organization Effectiveness / L4: Job Evaluation / L5: Analyze, Monitor, and Report",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: AML / L3: Intelligence, Data Analytics, and Reporting / L4: Manage, Maintain, and Enhance Existing Systems / L5: Technology Service Support (Norkom)",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: AML / L3: Intelligence, Data Analytics, and Reporting / L4: Process Effectiveness / L5: AML Process Transformation",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: AML / L3: Intelligence, Data Analytics, and Reporting / L4: Operational Reporting / L5: Suspicious Activity/Transaction Reporting",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Oversee Legal, Regulatory, and Reputational Risk / L4: Oversee and Manage Regulatory Requirements, Examinations, Inquiries, and Enforcement",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Marketing / L3: Research / L4: Customer Insights,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Ops, Admin, & Other Activities / L4: Mge, Maintain, and Enhance Existing Systs / L5: Oversee Risk Systs & Data / L6: Manage & Maintain Risk Systems & Data",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Finance / L3: Taxation,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR / L3: Advise & Consult / L4: Strategic Initiatives,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Oversee Legal, Reg, and Rep Risk / L4: Oversee Legal, Reg, and Rep Risk on Regulatory Developments / L5: Assess and Analyze Legal, Reg, and Rep Risk",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Marketing / L3: Operations, Administrative, and Other Activities / L4: Financial Mgmt",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Governance, Policies, Controls, and Oversight / L4: HR Governance / L5: Design the Plan, Solution, or Program",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Models / L5: Model Development - Model Developer Activities / L6: Define Model Scope and Requirements",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Transactional Risk Activities / L4: Market Risk / L5: Value at Risk (VaR) / L6: Manage Configuration Changes to Support Daily VaR Calculation,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Oversee Legal, Reg, and Rep Risk / L4: Oversee and Manage Creation and Maintenance of Legal Entities / L5: Assess and Analyze Legal, Reg, and Rep Risk",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Transactional Risk Activities / L4: Market Risk / L5: Market Risk Oversight - Review, Challenge, and Comment on Risk, P&L",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Operations, Administrative & Other Activities / L4: Strategic Initiatives / L5: Plan and Execute Risk Strategic Initiatives to Support CRO Objectives",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Operations, Administrative, & Other Activities / L4: Risk Operations & Administration (incl. Financial Mgmt)",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Oversee Legal, Reg, and Rep Risk / L4: Identify, Assess, and Document Regulatory Compliance Risks / L5: Develop Analysis and Commentary for Important Risk Topics",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Oversee Legal, Regulatory, and Reputational Risk / L4: Oversee Legal, Regulatory, and Reputational Risk on Initiatives",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Talent Acquisition / L4: Campus Recruitment / L5: Implement and Execute, incl. Providing Subject Matter Expertise and Consulting with Partners",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: AML / L3: Governance, Policies, Controls, and Oversight / L4: Designated Accountability & Oversight / L5: Country Risk Rating Updates",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Operations, Administrative, and Other Activities / L4: Manage Projects",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Marketing / L3: Operations, Administrative, and Other Activities / L4: Manage Business Unit and Function Risk",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Models / L5: Model Validation / L6: Execute Initial and Ongoing Model Validation / L7: Review Model Submissions",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Capital Mgmt / L4: Execute/Oversee Capital Demand Process / L5: Assess Economic Capital for Various Risk Types,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Talent Development & Careers / L4: Learning / L5: Design the Plan, Solution, or Program",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Communications / L3: External Communications / L3: Manage Administered Expenses / L5: Other NIX,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Talent Development & Careers / L4: Learning / L5:  Implement and Execute, incl. Providing Subject Matter Expertise and Consulting with Partners / L6: Facilitate Learning",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Operational Risk Mgmt / L4: Business Continuity Mgmt / L5: Ensure BIA & BCP are Adequately Addressed by Groups,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Models",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Intelligence, Data Analytics, and Reporting / L4: HR Data Analytics/Information Mgmt",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR / L3: Talent Development & Careers,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Operations, Administrative, & Other Activities / L4: Manage Compliance",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Transactional Risk Activities / L4: Market Risk / L5: Structural Market Risk & Liquidity Risk,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Transactional Risk Activities / L4: Market Risk / L5: Market Risk Valuation (Valuation Product Control) / L6: Determine Valuation Adjustments,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Marketing / L3: Customer & Product Marketing / L4: Customer Marketing,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR / L3: Talent Acquisition / L4: Employee & Contigent Recruitment / L5: Develop & Refine Pre-Employment Screening Program,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Marketing / L3: Operations, Administrative, and Other Activities / L4: Manage Suppliers",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Governance, Policies, Controls, and Oversight / L4: Regulatory, Governance, & Oversight / L5: Engage with External Parties - Regulators, Associations, Industry Peers, etc",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Marketing / L3: Brand Mgmt,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Transactional Risk Activities / L4: Market Risk / L5: Market Risk Valuation (Valuation Product Control),,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Models / L5: Model Validation / L6: Execute Model Remediation Closure Review",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: AML / L3: Intelligence, Data Analytics, and Reporting / L4: Manage, Maintain, and Enhance Existing Systems",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Marketing / L3: Operations, Administrative, and Other Activities / L4: Resource & Talent Mgmt",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Audit / L3: Prepare Audit Plan and Conduct Individual Audits / L4: Conduct Individual Audits (one for each Operating Group) / L5: Execute the Audit,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Finance / L3: Advise & Consult / L4: Business and Strategy Support,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR / L3: Talent Acquisition / L4: Employee & Contigent Recruitment / L5: Govern and Oversee,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Governance, Policies, Controls, and Oversight / L4: Risk Policy, Appetite, Limits & Strtgy / L5: Establish, Monitor and Oversee Risk Appetite",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Marketing / L3: Operations, Administrative, and Other Activities / L4: Other Activities",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Employee Relations / L4: Employee Relations / L5: Implement and Execute, incl. Providing Subject Matter Expertise and Consulting with Partners",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR / L3: Talent Planning  / L4: Leadership Planning / L5: Set the Governance Framwork (Policies/Practices and Standards),,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Governance, Policies, Controls, and Oversight / L4: HR Governance / L5: Set Direction (Goal/Outcomes), Strategy, and Principles",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Trans Risk Activities / L4: Credit Risk / L5: Credit App Rev, Assess, & Decision (incl. New Creds & Annl Rev) / L6: Ensure Adhere to Pol and Guides, Policy Excpts ID'd and Mitigated",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Audit / L3: Prepare Audit Plan and Conduct Individual Audits / L4: Conduct Individual Audits (one for each Operating Group),,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Marketing / L3: Digital Marketing Inititiatives / L4: Digital Marketing Inititiatives - Design,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Stress Testing & Scenario Analysis / L4: Execute Risk Identification & Assessment to Support Stress Testing,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Transactional Risk Activities / L4: Credit Risk / L5: Workout (SAMU) / L6: Perform Shadow Activities for Selected Watch Rated Credits,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Marketing / L3: Intelligence, Data Analytics, and Reporting / L4: Marketing Analytics / L5: Electronic Customer File",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR / L3: Talent Planning  / L4: Leadership Planning / L5: Govern and Oversee,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Finance,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR / L3: Organization Effectiveness / L4: Organization Design / L5: Set the Governance Framwork (Policies/Practices and Standards),,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Transactional Risk Activities / L4: Credit Risk / L5: Collections Oversight / L6: Provide Quality Control Over Collections Processes,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Operations, Administrative, & Other Activities / L4: Manage Suppliers / L5: Manage Supplier Relationships (e.g., Appraisers, Environmental Firms, etc.)",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3:  Operations, Administrative, & Other Activities / L4: Training",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Oversee Legal, Reg, and Rep Risk / L4: Monitor and Test Regulatory Compliance Risk Activities, incl. Review of Trans by Emps and Ent Entities / L5: Plan Monitor and Testing",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Marketing / L3: Customer & Product Marketing / L4: Campaign Mgmt / L5: Campaign Strategy,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Models / L5: Model Validation",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Governance, Policies, Controls, and Oversight / L4: Regulatory, Governance, & Oversight / L5: Manage/Support Regulatory Filings, Regulatory Applications",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Talent Planning  / L4: Leadership Planning / L5: Design the Plan, Solution, or Program",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Finance / L3: Corporate Treasury,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Marketing / L3: Customer & Product Marketing / L4: Customer & Product Marketing / L5: Develop Marketing and Sales Strategy,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Communications / L3: Internal Communications,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: AML / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Assessment & Special Matters / L5: Emerging Risk Oversight",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Oversee Legal, Reg, and Rep Risk / L4: Oversee and Manage Corporate Secretarial Matters / L5: Assess and Analyze Legal, Reg, and Rep Risk",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Operational Risk Mgmt / L4: Execution/Business Group Support,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Marketing / L3: Operations, Administrative, and Other Activities / L4: Manage Portfolio, Program, Projects, and Change",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR / L3: Rewards / L4: Compensation / L5: Set the Governance Framwork (Policies/Practices and Standards),,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Employee Relations / L4: Employee Relations / L5: Analyze, Monitor, and Report",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Finance / L3: Corporate Treasury / L4: Liquidity and Funding Mgmt,,
